2.976,14453
2.98,14443
2.984,14452
2.988,14460
2.992,14487
2.996,14458
3,14494
3.004,14458
3.008,14500
3.012,14470
3.016,14482
3.02,14495
3.024,14510
3.028,14526
3.032,14536
3.036,14511
3.04,14464
3.044,14476
3.048,14532
3.052,14501
3.056,14539
3.06,14560
3.064,14535
3.068,14494
3.072,14561
3.076,14513
3.08,14559
3.084,14507
3.088,14526
3.092,14485
3.096,14533
3.1,14499
3.104,14495
3.108,14525
3.112,14494
3.116,14531
3.12,14466
3.124,14514
3.128,14558
3.132,14538
3.136,14514
3.14,14532
3.144,14488
3.148,14512
3.152,14562
3.156,14541
3.16,14494
3.164,14475
3.168,14502
3.172,14514
3.176,14476
3.18,14498
3.184,14543
3.188,14534
3.192,14558
3.196,14540
3.2,14494
3.204,14523
3.208,14476
3.212,14517
3.216,14566
3.22,14503
3.224,14517
3.228,14552
3.232,14516
3.236,14549
3.24,14489
3.244,14536
3.248,14510
3.252,14524
3.256,14516
3.26,14542
3.264,14523
3.268,14579
3.272,14554
3.276,14597
3.28,14575
3.284,14514
3.288,14522
3.292,14555
3.296,14578
3.3,14570
3.304,14551
3.308,14567
3.312,14527
3.316,14526
3.32,14511
3.324,14539
3.328,14527
3.332,14570
3.336,14528
3.34,14579
3.344,14549
3.348,14544
3.352,14506
3.356,14532
3.36,14536
3.364,14531
3.368,14524
3.372,14512
3.376,14573
3.38,14547
3.384,14535
3.388,14557
3.392,14591
3.396,14534
3.4,14530
3.404,14532
3.408,14535
3.412,14545
3.416,14560
3.42,14560
3.424,14576
3.428,14597
3.432,14500
3.436,14533
3.44,14552
3.444,14517
3.448,14560
3.452,14541
3.456,14552
3.46,14570
3.464,14548
3.468,14499
3.472,14566
3.476,14545
3.48,14495
3.484,14578
3.488,14541
3.492,14565
3.496,14564
3.5,14516
3.504,14497
3.508,14528
3.512,14512
3.516,14521
3.52,14508
3.524,14519
3.528,14556
3.532,14491
3.536,14528
3.54,14558
3.544,14550
3.548,14561
3.552,14502
3.556,14538
3.56,14566
3.564,14538
3.568,14529
3.572,14537
3.576,14543
3.58,14555
3.584,14542
3.588,14571
3.592,14577
3.596,14527
3.6,14506
3.604,14583
3.608,14548
3.612,14554
3.616,14567
3.62,14540
3.624,14529
3.628,14593
3.632,14554
3.636,14526
3.64,14546
3.644,14499
3.648,14558
3.652,14607
3.656,14571
3.66,14540
3.664,14481
3.668,14551
3.672,14600
3.676,14554
3.68,14510
3.684,14521
3.688,14530
3.692,14551
3.696,14567
3.7,14558
3.704,14539
3.708,14521
3.712,14517
3.716,14505
3.72,14483
3.724,14509
3.728,14509
3.732,14512
3.736,14517
3.74,14530
3.744,14584
3.748,14520
3.752,14535
3.756,14499
3.76,14563
3.764,14533
3.768,14549
3.772,14512
3.776,14510
3.78,14570
3.784,14507
3.788,14467
3.792,14512
3.796,14554
3.8,14533
3.804,14556
3.808,14536
3.812,14513
3.816,14535
3.82,14549
3.824,14860
3.828,14543
3.832,14521
3.836,14785
3.84,14480
3.844,14551
3.848,14489
3.852,14527
3.856,14494
3.86,14511
3.864,14478
3.868,14488
3.872,14502
3.876,14534
3.88,14560
3.884,14473
3.888,14474
3.892,14499
3.896,14521
3.9,14522
3.904,14497
3.908,14430
3.912,14497
3.916,14521
3.92,14522
3.924,14508
3.928,14470
3.932,14544
3.936,14509
3.94,14494
3.944,14497
3.948,14499
3.952,14497
3.956,14488
3.96,14464
3.964,14525
3.968,14544
3.972,14479
3.976,14494
3.98,14483
3.984,14522
3.988,14440
3.992,14495
3.996,14507
4,14473
4.004,14472
4.008,14474
4.012,14516
4.016,14519
4.02,14448
4.024,14455
4.028,14423
4.032,14488
4.036,14478
4.04,14454
4.044,14479
4.048,14481
4.052,14463
4.056,14454
4.06,14414
4.064,14479
4.068,14506
4.072,14472
4.076,14443
4.08,14497
4.084,14512
4.088,14441
4.092,14433
4.096,14476
4.1,14512
4.104,14458
4.108,14446
4.112,14398
4.116,14453
4.12,14466
4.124,14391
4.128,14490
4.132,14392
4.136,14415
4.14,14473
4.144,14461
4.148,14443
4.152,14481
4.156,14474
4.16,14421
4.164,14439
4.168,14461
4.172,14411
4.176,14842
4.18,14485
4.184,14424
4.188,14479
4.192,14486
4.196,14459
4.2,14404
4.204,14418
4.208,14419
4.212,14428
4.216,14440
4.22,14398
4.224,14496
4.228,14433
4.232,14422
4.236,14428
4.24,14436
4.244,14425
4.248,14407
4.252,14473
4.256,14428
4.26,14421
4.264,14423
4.268,14440
4.272,14423
4.276,14447
4.28,14380
4.284,14420
4.288,14435
4.292,14432
4.296,14463
4.3,14431
4.304,14413
4.308,14481
4.312,14349
4.316,14340
4.32,14463
4.324,14383
4.328,14416
4.332,14399
4.336,14413
4.34,14386
4.344,14392
4.348,14375
4.352,14406
4.356,14438
4.36,14376
4.364,14424
4.368,14398
4.372,14397
4.376,14461
4.38,14434
4.384,14376
4.388,14421
4.392,14326
4.396,14406
4.4,14426
4.404,14413
4.408,14469
4.412,14361
4.416,14452
4.42,14388
4.424,14390
4.428,14387
4.432,14403
4.436,14366
4.44,14431
4.444,14364
4.448,14365
4.452,14412
4.456,14368
4.46,14392
4.464,14414
4.468,14390
4.472,14393
4.476,14325
4.48,14428
4.484,14389
4.488,14358
4.492,14411
4.496,14383
4.5,14380
4.504,14368
4.508,14384
4.512,14366
4.516,14402
4.52,14366
4.524,14384
4.528,14406
4.532,14456
4.536,14406
4.54,14405
4.544,14368
4.548,14419
4.552,14369
4.556,14393
4.56,14394
4.564,14347
4.568,14423
4.572,14354
4.576,14431
4.58,14362
4.584,14383
4.588,14341
4.592,14409
4.596,14354
4.6,14416
4.604,14353
4.608,14381
4.612,14402
4.616,14379
4.62,14420
4.624,14390
4.628,14442
4.632,14393
4.636,14397
4.64,14343
4.644,14425
4.648,14411
4.652,14378
4.656,14405
4.66,14402
4.664,14348
4.668,14380
4.672,14386
4.676,14442
4.68,14349
4.684,14424
4.688,14402
4.692,14375
4.696,14385
4.7,14449
4.704,14350
4.708,14387
4.712,14391
4.716,14397
4.72,14386
4.724,14389
4.728,14402
4.732,14418
4.736,14337
4.74,14381
4.744,14394
4.748,14373
4.752,14389
4.756,14363
4.76,14332
4.764,14377
4.768,14387
4.772,14360
4.776,14364
4.78,14401
4.784,14393
4.788,14413
4.792,14417
4.796,14382
4.8,14375
4.804,14431
4.808,14382
4.812,14531
4.816,14416
4.82,14383
4.824,14363
4.828,14402
4.832,14421
4.836,14378
4.84,14397
4.844,14363
4.848,14365
4.852,14395
4.856,14446
4.86,14398
4.864,14361
4.868,14383
4.872,14441
4.876,14349
4.88,14365
4.884,14407
4.888,14360
4.892,14418
4.896,14365
4.9,14415
4.904,14416
4.908,14430
4.912,14435
4.916,14418
4.92,14420
4.924,14409
4.928,14408
4.932,14353
4.936,14378
4.94,14422
4.944,14413
4.948,14403
4.952,14430
4.956,14418
4.96,14392
4.964,14460
4.968,14430
4.972,14403
4.976,14764
4.98,14453
4.984,14436
4.988,14395
4.992,14437
4.996,14417
5,14427
5.004,14446
5.008,14423
5.012,14369
5.016,14432
5.02,14432
5.024,14452
5.028,14397
5.032,14490
5.036,14426
5.04,14447
5.044,14373
5.048,14408
5.052,14414
5.056,14441
5.06,14437
5.064,14467
5.068,14423
5.072,14464
5.076,14452
5.08,14425
5.084,14439
5.088,14484
5.092,14427
5.096,14447
5.1,14505
5.104,14458
5.108,14433
5.112,14452
5.116,14464
5.12,14422
5.124,14494
5.128,14458
5.132,14440
5.136,14452
5.14,14512
5.144,14699
5.148,14508
5.152,14461
5.156,14490
5.16,14468
5.164,14427
5.168,14502
5.172,14452
5.176,14509
5.18,14479
5.184,14524
5.188,14504
5.192,14436
5.196,14475
5.2,14475
5.204,14450
5.208,14462
5.212,14438
5.216,14462
5.22,14540
5.224,14498
5.228,14504
5.232,14501
5.236,14490
5.24,14463
5.244,14510
5.248,14504
5.252,14470
5.256,14497
5.26,14505
5.264,14480
5.268,14482
5.272,14461
5.276,14563
5.28,14472
5.284,14535
5.288,14472
5.292,14529
5.296,14523
5.3,14497
5.304,14456
5.308,14526
5.312,14544
5.316,14507
5.32,14476
5.324,14492
5.328,14521
5.332,14510
5.336,14465
5.34,14523
5.344,14469
5.348,14500
5.352,14518
5.356,14487
5.36,14543
5.364,14494
5.368,14543
5.372,14476
5.376,14525
5.38,14543
5.384,14486
5.388,14533
5.392,14513
5.396,14498
5.4,14524
5.404,14545
5.408,14550
5.412,14575
5.416,14525
5.42,14486
5.424,14519
5.428,14544
5.432,14543
5.436,14526
5.44,14558
5.444,14579
5.448,14515
5.452,14533
5.456,14526
5.46,14569
5.464,14568
5.468,14511
5.472,14511
5.476,14557
5.48,14506
5.484,14534
5.488,14565
5.492,14559
5.496,14552
5.5,14510
5.504,14525
5.508,14553
5.512,14526
5.516,14538
5.52,14557
5.524,14498
5.528,14529
5.532,14529
5.536,14517
5.54,14513
5.544,14525
5.548,14505
5.552,14527
5.556,14577
5.56,14506
5.564,14576
5.568,14543
5.572,14551
5.576,14549
5.58,14574
5.584,14561
5.588,14552
5.592,14524
5.596,14571
5.6,14538
5.604,14590
5.608,14531
5.612,14529
5.616,14564
5.62,14583
5.624,14563
5.628,14581
5.632,14586
5.636,14565
5.64,14557
5.644,14511
5.648,14560
5.652,14600
5.656,14512
5.66,14541
5.664,14562
5.668,14570
5.672,14563
5.676,14562
5.68,14567
5.684,14548
5.688,14569
5.692,14559
5.696,14523
5.7,14502
5.704,14600
5.708,14598
5.712,14551
5.716,14549
5.72,14615
5.724,14551
5.728,14585
5.732,14543
5.736,14524
5.74,14596
5.744,14560
5.748,14564
5.752,14568
5.756,14572
5.76,14569
5.764,14581
5.768,14566
5.772,14517
5.776,14584
5.78,14547
5.784,14586
5.788,14570
5.792,14590
5.796,14579
5.8,14577
5.804,14601
5.808,14521
5.812,14520
5.816,14570
5.82,14549
5.824,14527
5.828,14517
5.832,14560
5.836,14595
5.84,14546
5.844,14587
5.848,14535
5.852,14585
5.856,14574
5.86,14566
5.864,14621
5.868,14586
5.872,14557
5.876,14610
5.88,14585
5.884,14558
5.888,14570
5.892,14550
5.896,14566
5.9,14538
5.904,14556
5.908,14521
5.912,14547
5.916,14568
5.92,14578
5.924,14525
5.928,14559
5.932,14597
5.936,14562
5.94,14555
5.944,14576
5.948,14550
5.952,14580
5.956,14575
5.96,14512
5.964,14531
5.968,14513
5.972,14923
5.976,14604
5.98,14482
5.984,14509
5.988,14567
5.992,14540
5.996,14562
6,14567
6.004,14559
6.008,14573
6.012,14532
6.016,14540
6.02,14541
6.024,14579
6.028,14542
6.032,14505
6.036,14536
6.04,14549
6.044,14546
6.048,14548
6.052,14505
6.056,14532
6.06,14510
6.064,14499
6.068,14596
6.072,14563
6.076,14551
6.08,14496
6.084,14504
6.088,14495
6.092,14549
6.096,14494
6.1,14507
6.104,14530
6.108,14535
6.112,14543
6.116,14513
6.12,14565
6.124,14525
6.128,14499
6.132,14510
6.136,14544
6.14,14505
6.144,14562
6.148,14511
6.152,14500
6.156,14494
6.16,14545
6.164,14514
6.168,14511
6.172,14536
6.176,14564
6.18,14539
6.184,14574
6.188,14479
6.192,14503
6.196,14476
6.2,14507
6.204,14505
6.208,14458
6.212,14178
6.216,14473
6.22,14511
6.224,14429
6.228,14504
6.232,14517
6.236,14482
6.24,14535
6.244,14422
6.248,14456
6.252,14494
6.256,14473
6.26,14501
6.264,14472
6.268,14606
6.272,14485
6.276,14486
6.28,14498
6.284,14519
6.288,14461
6.292,14470
6.296,14486
6.3,14514
6.304,14531
6.308,14479
6.312,14533
6.316,14515
6.32,14537
6.324,14492
6.328,14454
6.332,14458
6.336,14494
6.34,14473
6.344,14528
6.348,14530
6.352,14509
6.356,14448
6.36,14462
6.364,14494
6.368,14487
6.372,14433
6.376,14202
6.38,14477
6.384,14482
6.388,14480
6.392,14516
6.396,14457
6.4,14477
6.404,14460
6.408,14447
6.412,14486
6.416,14487
6.42,14490
6.424,14468
6.428,14420
6.432,14479
6.436,14401
6.44,14483
6.444,14489
6.448,14463
6.452,14465
6.456,14468
6.46,14446
6.464,14468
6.468,14453
6.472,14449
6.476,14463
6.48,14469
6.484,14444
6.488,14463
6.492,14454
6.496,14475
6.5,14501
6.504,14449
6.508,14491
6.512,14394
6.516,14441
6.52,14416
6.524,14419
6.528,14472
6.532,14448
6.536,14420
6.54,14439
6.544,14417
6.548,14428
6.552,14383
6.556,14406
6.56,14438
6.564,14446
6.568,14414
6.572,14450
6.576,14467
6.58,14421
6.584,14437
6.588,14411
6.592,14439
6.596,14421
6.6,14362
6.604,14421
6.608,14386
6.612,14408
6.616,14413
6.62,14417
6.624,14401
6.628,14419
6.632,14381
6.636,14418
6.64,14435
6.644,14402
6.648,14441
6.652,14386
6.656,14403
6.66,14386
6.664,14432
6.668,14395
6.672,14391
6.676,14434
6.68,14415
6.684,14429
6.688,14376
6.692,14423
6.696,14394
6.7,14408
6.704,14412
6.708,14382
6.712,14418
6.716,14425
6.72,14440
6.724,14401
6.728,14422
6.732,14393
6.736,14470
6.74,14428
6.744,14405
6.748,14391
6.752,14447
6.756,14372
6.76,14384
6.764,14440
6.768,14332
6.772,14353
6.776,14375
6.78,14378
6.784,14380
6.788,14397
6.792,14315
6.796,14350
6.8,14399
6.804,14406
6.808,14319
6.812,14470
6.816,14382
6.82,14313
6.824,14377
6.828,14376
6.832,14402
6.836,14342
6.84,14388
6.844,14338
6.848,14391
6.852,14404
6.856,14340
6.86,14398
6.864,14421
6.868,14413
6.872,14392
6.876,14382
6.88,14364
6.884,14360
6.888,14366
6.892,14380
6.896,14338
6.9,14353
6.904,14377
6.908,14404
6.912,14322
6.916,14401
6.92,14408
6.924,14365
6.928,14387
6.932,14394
6.936,14321
6.94,14352
6.944,14394
6.948,14364
6.952,14418
6.956,14360
6.96,14384
6.964,14389
6.968,14359
6.972,14379
6.976,14372
6.98,14365
6.984,14389
6.988,14394
6.992,14337
6.996,14327
7,14328
7.004,14347
7.008,14360
7.012,14387
7.016,14379
7.02,14403
7.024,14374
7.028,14383
7.032,14385
7.036,14377
7.04,14344
7.044,14361
7.048,14353
7.052,14359
7.056,14409
7.06,14339
7.064,14365
7.068,14364
7.072,14390
7.076,14348
7.08,14424
7.084,14383
7.088,14380
7.092,14395
7.096,14368
7.1,14373
7.104,14363
7.108,14430
7.112,14394
7.116,14393
7.12,14402
7.124,14385
7.128,14421
7.132,14371
7.136,14449
7.14,14357
7.144,14374
7.148,14430
7.152,14630
7.156,14428
7.16,14406
7.164,14427
7.168,14394
7.172,14415
7.176,14434
7.18,14426
7.184,14425
7.188,14383
7.192,14393
7.196,14404
7.2,14438
7.204,14383
7.208,14396
7.212,14209
7.216,14416
7.22,14423
7.224,14431
7.228,14400
7.232,14440
7.236,14372
7.24,14434
7.244,14436
7.248,14415
7.252,14458
7.256,14426
7.26,14382
7.264,14437
7.268,14462
7.272,14392
7.276,14377
7.28,14399
7.284,14407
7.288,14398
7.292,14424
7.296,14465
7.3,14431
7.304,14467
7.308,14505
7.312,14434
7.316,14425
7.32,14456
7.324,14485
7.328,14422
7.332,14428
7.336,14482
7.34,14480
7.344,14421
7.348,14458
7.352,14438
7.356,14459
7.36,14402
7.364,14484
7.368,14462
7.372,14474
7.376,14493
7.38,14508
7.384,14471
7.388,14433
7.392,14395
7.396,14424
7.4,14445
7.404,14463
7.408,14493
7.412,14505
7.416,14479
7.42,14470
7.424,14446
7.428,14489
7.432,14466
7.436,14451
7.44,14481
7.444,14478
7.448,14467
7.452,14459
7.456,14468
7.46,14481
7.464,14461
7.468,14458
7.472,14443
7.476,14397
7.48,14446
7.484,14432
7.488,14498
7.492,14459
7.496,14467
7.5,14477
7.504,14504
7.508,14268
7.512,14486
7.516,14473
7.52,14453
7.524,14468
7.528,14470
7.532,14544
7.536,14487
7.54,14507
7.544,14463
7.548,14478
7.552,14488
7.556,14469
7.56,14509
7.564,14481
7.568,14490
7.572,14492
7.576,14476
7.58,14474
7.584,14449
7.588,14469
7.592,14505
7.596,14489
7.6,14472
7.604,14416
7.608,14558
7.612,14551
7.616,14516
7.62,14532
7.624,14514
7.628,14537
7.632,14544
7.636,14478
7.64,14513
7.644,14531
7.648,14530
7.652,14508
7.656,14532
7.66,14517
7.664,14497
7.668,14546
7.672,14486
7.676,14501
7.68,14478
7.684,14527
7.688,14521
7.692,14506
7.696,14546
7.7,14532
7.704,14515
7.708,14578
7.712,14536
7.716,14553
7.72,14488
7.724,14507
7.728,14536
7.732,14560
7.736,14542
7.74,14532
7.744,14551
7.748,14539
7.752,14526
7.756,14568
7.76,14293
7.764,14548
7.768,14563
7.772,14534
7.776,14543
7.78,14538
7.784,14509
7.788,14548
7.792,14497
7.796,14567
7.8,14574
7.804,14528
7.808,14597
7.812,14531
7.816,14517
7.82,14573
7.824,14545
7.828,14515
7.832,14621
7.836,14598
7.84,14559
7.844,14612
7.848,14590
7.852,14539
7.856,14570
7.86,14590
7.864,14539
7.868,14580
7.872,14542
7.876,14601
7.88,14605
7.884,14547
7.888,14519
7.892,14575
7.896,14566
7.9,14545
7.904,14546
7.908,14608
7.912,14554
7.916,14630
7.92,14331
7.924,14549
7.928,14539
7.932,14587
7.936,14541
7.94,14550
7.944,14597
7.948,14563
7.952,14547
7.956,14530
7.96,14564
7.964,14616
7.968,14590
7.972,14570
7.976,14605
7.98,14577
7.984,14603
7.988,14554
7.992,14626
7.996,14540
8,14534
8.004,14621
