0,14413
0.004,14388
0.008,14367
0.012,14397
0.016,14401
0.02,14399
0.024,14413
0.028,14389
0.032,14391
0.036,14354
0.04,14381
0.044,14413
0.048,14351
0.052,14349
0.056,14395
0.06,14388
0.064,14309
0.068,14413
0.072,14395
0.076,14305
0.08,14381
0.084,14406
0.088,14322
0.092,14387
0.096,14379
0.1,14373
0.104,14357
0.108,14305
0.112,14422
0.116,14401
0.12,14405
0.124,14369
0.128,14440
0.132,14368
0.136,14425
0.14,14370
0.144,14405
0.148,14353
0.152,14385
0.156,14402
0.16,14389
0.164,14383
0.168,14371
0.172,14370
0.176,14414
0.18,14370
0.184,14411
0.188,14360
0.192,14372
0.196,14352
0.2,14351
0.204,14406
0.208,14361
0.212,14394
0.216,14408
0.22,14424
0.224,14338
0.228,14396
0.232,14376
0.236,14344
0.24,14398
0.244,14424
0.248,14365
0.252,14355
0.256,14371
0.26,14364
0.264,14395
0.268,14375
0.272,14439
0.276,14354
0.28,14351
0.284,14398
0.288,14376
0.292,14370
0.296,14384
0.3,14400
0.304,14383
0.308,14390
0.312,14382
0.316,14367
0.32,14369
0.324,14424
0.328,14408
0.332,14365
0.336,14405
0.34,14423
0.344,14407
0.348,14373
0.352,14445
0.356,14380
0.36,14428
0.364,14439
0.368,14433
0.372,14413
0.376,14387
0.38,14421
0.384,14384
0.388,14420
0.392,14414
0.396,14408
0.4,14406
0.404,14373
0.408,14385
0.412,14417
0.416,14421
0.42,14426
0.424,14412
0.428,14439
0.432,14433
0.436,14406
0.44,14446
0.444,14385
0.448,14401
0.452,14432
0.456,14374
0.46,14449
0.464,14425
0.468,14433
0.472,14460
0.476,14461
0.48,14432
0.484,14722
0.488,14443
0.492,14406
0.496,14455
0.5,14419
0.504,14417
0.508,14424
0.512,14412
0.516,14477
0.52,14464
0.524,14434
0.528,14458
0.532,14449
0.536,14455
0.54,14474
0.544,14490
0.548,14497
0.552,14419
0.556,14486
0.56,14478
0.564,14479
0.568,14403
0.572,14482
0.576,14468
0.58,14421
0.584,14449
0.588,14436
0.592,14426
0.596,14449
0.6,14413
0.604,14487
0.608,14431
0.612,14432
0.616,14469
0.62,14492
0.624,14495
0.628,14414
0.632,14459
0.636,14513
0.64,14491
0.644,14436
0.648,14449
0.652,14459
0.656,14496
0.66,14470
0.664,14506
0.668,14441
0.672,14446
0.676,14534
0.68,14441
0.684,14485
0.688,14482
0.692,14492
0.696,14491
0.7,14481
0.704,14492
0.708,14440
0.712,14480
0.716,14477
0.72,14439
0.724,14465
0.728,14492
0.732,14519
0.736,14495
0.74,14469
0.744,14563
0.748,14470
0.752,14506
0.756,14470
0.76,14435
0.764,14457
0.768,14493
0.772,14453
0.776,14440
0.78,14469
0.784,14459
0.788,14506
0.792,14491
0.796,14453
0.8,14468
0.804,14480
0.808,14468
0.812,14515
0.816,14464
0.82,14550
0.824,14492
0.828,14442
0.832,14477
0.836,14481
0.84,14501
0.844,14436
0.848,14502
0.852,14508
0.856,14479
0.86,14517
0.864,14562
0.868,14501
0.872,14491
0.876,14503
0.88,14501
0.884,14529
0.888,14536
0.892,14484
0.896,14478
0.9,14555
0.904,14179
0.908,14495
0.912,14494
0.916,14505
0.92,14518
0.924,14514
0.928,14534
0.932,14525
0.936,14531
0.94,14516
0.944,14576
0.948,14565
0.952,14522
0.956,14537
0.96,14475
0.964,14526
0.968,14496
0.972,14496
0.976,14514
0.98,14496
0.984,14473
0.988,14563
0.992,14469
0.996,14536
1,14538
1.004,14573
1.008,14495
1.012,14500
1.016,14520
1.02,14535
1.024,14516
1.028,14510
1.032,14532
1.036,14506
1.04,14553
1.044,14540
1.048,14523
1.052,14526
1.056,14496
1.06,14573
1.064,14564
1.068,14563
1.072,14555
1.076,14587
1.08,14537
1.084,14570
1.088,14568
1.092,14550
1.096,14517
1.1,14530
1.104,14542
1.108,14552
1.112,14526
1.116,14576
1.12,14514
1.124,14550
1.128,14494
1.132,14548
1.136,14619
1.14,14575
1.144,14550
1.148,14524
1.152,14541
1.156,14550
1.16,14547
1.164,14530
1.168,14548
1.172,14578
1.176,14563
1.18,14509
1.184,14579
1.188,14574
1.192,14553
1.196,14557
1.2,14547
1.204,14575
1.208,14588
1.212,14571
1.216,14525
1.22,14525
1.224,14583
1.228,14563
1.232,14469
1.236,14514
1.24,14582
1.244,14516
1.248,14560
1.252,14519
1.256,14565
1.26,14550
1.264,14566
1.268,14529
1.272,14553
1.276,14539
1.28,14576
1.284,14523
1.288,14541
1.292,14520
1.296,14590
1.3,14545
1.304,14532
1.308,14508
1.312,14569
1.316,14547
1.32,14563
1.324,14578
1.328,14527
1.332,14596
1.336,14560
1.34,14576
1.344,14564
1.348,14539
1.352,14590
1.356,14567
1.36,14518
1.364,14540
1.368,14550
1.372,14551
1.376,14525
1.38,14529
1.384,14564
1.388,14505
1.392,14539
1.396,14538
1.4,14532
1.404,14525
1.408,14585
1.412,14511
1.416,14532
1.42,14506
1.424,14559
1.428,14561
1.432,14548
1.436,14545
1.44,14549
1.444,14499
1.448,14514
1.452,14537
1.456,14529
1.46,14480
1.464,14490
1.468,14500
1.472,14473
1.476,14513
1.48,14539
1.484,14517
1.488,14518
1.492,14519
1.496,14548
1.5,14469
1.504,14525
1.508,14525
1.512,14452
1.516,14518
1.52,14481
1.524,14526
1.528,14448
1.532,14486
1.536,14519
1.54,14511
1.544,14500
1.548,14516
1.552,14494
1.556,14499
1.56,14478
1.564,14496
1.568,14500
1.572,14502
1.576,14499
1.58,14499
1.584,14505
1.588,14544
1.592,14531
1.596,14507
1.6,14574
1.604,14467
1.608,14466
1.612,14491
1.616,14528
1.62,14483
1.624,14545
1.628,14510
1.632,14515
1.636,14489
1.64,14533
1.644,14508
1.648,14537
1.652,14510
1.656,14516
1.66,14529
1.664,14480
1.668,14500
1.672,14501
1.676,14522
1.68,14499
1.684,14516
1.688,14494
1.692,14478
1.696,14505
1.7,14475
1.704,14549
1.708,14449
1.712,14495
1.716,14485
1.72,14503
1.724,14495
1.728,14467
1.732,14488
1.736,14532
1.74,14474
1.744,14483
1.748,14454
1.752,14520
1.756,14507
1.76,14467
1.764,14460
1.768,14495
1.772,14489
1.776,14443
1.78,14477
1.784,14490
1.788,14502
1.792,14493
1.796,14105
1.8,14411
1.804,14466
1.808,14482
1.812,14464
1.816,14447
1.82,14516
1.824,14483
1.828,14471
1.832,14496
1.836,14504
1.84,14461
1.844,14426
1.848,14474
1.852,14430
1.856,14466
1.86,14426
1.864,14429
1.868,14433
1.872,14458
1.876,14475
1.88,14460
1.884,14449
1.888,14445
1.892,14436
1.896,14469
1.9,14452
1.904,14488
1.908,14452
1.912,14452
1.916,14437
1.92,14395
1.924,14493
1.928,14453
1.932,14461
1.936,14421
1.94,14449
1.944,14432
1.948,14432
1.952,14411
1.956,14441
1.96,14386
1.964,14469
1.968,14458
1.972,14441
1.976,14410
1.98,14463
1.984,14433
1.988,14426
1.992,14425
1.996,14422
2,14427
2.004,14432
2.008,14396
2.012,14460
2.016,14385
2.02,14429
2.024,14484
2.028,14523
2.032,14426
2.036,14419
2.04,14417
2.044,14388
2.048,14444
2.052,14428
2.056,14398
2.06,14388
2.064,14442
2.068,14358
2.072,14402
2.076,14410
2.08,14405
2.084,14417
2.088,14446
2.092,14368
2.096,14413
2.1,14368
2.104,14369
2.108,14390
2.112,14415
2.116,14416
2.12,14392
2.124,14398
2.128,14451
2.132,14414
2.136,14369
2.14,14449
2.144,14440
2.148,14391
2.152,14406
2.156,14385
2.16,14344
2.164,14388
2.168,14447
2.172,14338
2.176,14397
2.18,14442
2.184,14394
2.188,14394
2.192,14367
2.196,14367
2.2,14402
2.204,14391
2.208,14360
2.212,14349
2.216,14373
2.22,14372
2.224,14459
2.228,14344
2.232,14338
2.236,14373
2.24,14412
2.244,14382
2.248,14394
2.252,14378
2.256,14360
2.26,14390
2.264,14406
2.268,14353
2.272,14390
2.276,14413
2.28,14313
2.284,14709
2.288,14377
2.292,14382
2.296,14379
2.3,14369
2.304,14345
2.308,14388
2.312,14365
2.316,14387
2.32,14387
2.324,14360
2.328,14407
2.332,14421
2.336,14405
2.34,14333
2.344,14383
2.348,14404
2.352,14407
2.356,14379
2.36,14420
2.364,14408
2.368,14402
2.372,14374
2.376,14368
2.38,14414
2.384,14405
2.388,14415
2.392,14409
2.396,14376
2.4,14364
2.404,14404
2.408,14419
2.412,14392
2.416,14423
2.42,14357
2.424,14399
2.428,14407
2.432,14370
2.436,14420
2.44,14414
2.444,14367
2.448,14348
2.452,14428
2.456,14376
2.46,14391
2.464,14416
2.468,14387
2.472,14396
2.476,14402
2.48,14397
2.484,14399
2.488,14392
2.492,14400
2.496,14440
2.5,14377
2.504,14361
2.508,14425
2.512,14402
2.516,14364
2.52,14408
2.524,14388
2.528,14379
2.532,14378
2.536,14414
2.54,14445
2.544,14429
2.548,14414
2.552,14388
2.556,14371
2.56,14408
2.564,14406
2.568,14422
2.572,14406
2.576,14438
2.58,14348
2.584,14413
2.588,14404
2.592,14395
2.596,14411
2.6,14445
2.604,14452
2.608,14388
2.612,14391
2.616,14385
2.62,14454
2.624,14410
2.628,14436
2.632,14385
2.636,14376
2.64,14446
2.644,14437
2.648,14357
2.652,14364
2.656,14391
2.66,14404
2.664,14407
2.668,14404
2.672,14407
2.676,14427
2.68,14425
2.684,14448
2.688,14387
2.692,14377
2.696,14442
2.7,14381
2.704,14373
2.708,14383
2.712,14388
2.716,14414
2.72,14433
2.724,14440
2.728,14414
2.732,14343
2.736,14386
2.74,14389
2.744,14430
2.748,14418
2.752,14454
2.756,14470
2.76,14446
2.764,14412
2.768,14411
2.772,14505
2.776,14485
2.78,14474
2.784,14395
2.788,14442
2.792,14479
2.796,14456
2.8,14481
2.804,14426
2.808,14475
2.812,14449
2.816,14404
2.82,14445
2.824,14437
2.828,14470
2.832,14482
2.836,14437
2.84,14439
2.844,14472
2.848,14473
2.852,14395
2.856,14471
2.86,14480
2.864,14454
2.868,14438
2.872,14469
2.876,14453
2.88,14466
2.884,14470
2.888,14426
2.892,14451
2.896,14468
2.9,14457
2.904,14425
2.908,14458
2.912,14426
2.916,14453
2.92,14449
2.924,14421
2.928,14452
2.932,14468
2.936,14442
2.94,14498
2.944,14488
2.948,14455
2.952,14471
2.956,14509
2.96,14502
2.964,14459
2.968,14496
2.972,14499
