time,x,y,z
37323,8.25720,-7.84532,11.84907
37373,4.25609,-5.41327,3.26334
37424,3.62846,8.00223,7.73103
37473,-1.31409,11.57185,18.99736
37523,3.51078,9.45361,11.26633
37573,-3.00083,7.64919,-1.98131
37624,-4.33454,6.04090,10.29509
37673,-3.35387,8.78676,11.69367
37722,-0.60801,8.70831,12.66491
37773,8.53179,3.13813,16.58869
37824,1.03950,0.78453,4.04034
37873,0.52956,-1.49061,3.69069
37922,9.63013,-3.29503,0.27193
37972,6.41355,-6.47239,12.89799
38023,8.17875,3.37349,8.97421
38073,2.64780,12.23870,10.83898
38123,3.11851,10.35582,13.59728
38173,-1.86326,8.39449,1.24317
38230,-2.09862,7.76687,2.21441
38274,-3.55001,6.04090,8.19722
38324,1.03950,6.15858,15.69516
38373,1.11796,8.62985,3.30219
38423,0.80415,1.84365,24.08663
38472,7.08040,0.90221,3.65184
38523,-0.05884,-2.15746,1.98131
38572,6.64891,-1.45138,1.08778
38623,3.58923,-2.43205,12.54835
38673,7.35499,7.88455,14.76277
38723,5.07984,7.92377,13.83038
38772,0.45111,6.70775,17.36568
38822,-3.19697,7.33537,-4.00148
38872,-2.88316,4.27570,13.44189
38922,-2.21630,5.76631,-3.03025
38973,-3.82459,5.41327,19.65779
39023,2.02017,8.90444,8.81881
39073,1.23564,2.47128,14.41312
39123,0.45111,1.13757,1.04893
39172,5.00139,-2.82432,5.59431
39228,6.25664,-4.78565,4.00148
39274,6.64891,-4.43261,11.07207
39323,7.08040,7.53151,11.92676
39372,-2.84393,8.74753,21.91106
39424,2.92238,10.08124,8.19722
39473,-6.68814,8.59063,-0.31079
39523,-4.25609,7.10001,12.58720
39573,-5.70747,7.33537,9.75120
39623,-2.49089,5.06023,20.20170
39673,6.76659,2.98122,16.39445
39723,2.60857,0.62763,8.54686
39773,-0.49033,-2.54973,3.92378
39823,3.74614,-3.41271,3.18565
39874,1.98094,-3.92266,10.21739
39923,3.62846,0.19613,12.27641
39973,9.90472,7.64919,4.27343
40022,5.04062,2.31437,17.28798
40073,5.31520,5.84476,5.16697
40125,2.37321,4.51106,4.70078
40175,-3.04006,3.25581,6.64325
40231,0.17652,2.98122,6.91518
40274,7.23731,6.94311,8.00296
40322,5.27598,4.23647,15.26781
40374,2.76548,0.86299,15.61745
40424,1.94172,0.19613,1.82591
40475,2.25553,-3.13813,10.99438
40523,3.82459,-0.74531,3.06910
40573,4.29531,-0.62763,13.98578
40623,7.47267,4.43261,12.82030
40673,10.41466,1.60829,15.57860
40723,-2.84393,1.84365,2.09787
40773,4.76603,4.82487,9.94544
40823,-0.60801,4.51106,4.23458
40873,0.96105,6.31548,16.39445
40923,8.29643,8.04145,4.11804
40974,4.09918,3.72653,11.42172
41023,1.94172,0.19613,12.93685
41073,2.88316,0.03923,3.92378
41123,6.13896,-1.09834,6.44899
41172,2.02017,-2.66741,11.81021
41233,10.68925,3.80498,5.90510
41274,4.64835,5.57018,8.93535
41324,0.41188,4.11879,9.79004
41372,-3.39310,5.13868,-0.66044
41424,-6.02128,4.78565,10.48933
41473,0.92183,7.76687,7.53677
41524,-1.94172,8.08068,14.68507
41574,3.04006,7.60996,17.87072
41623,3.04006,6.04090,10.64474
41673,-3.98150,4.47183,-0.34963
41722,7.55112,-3.45194,16.12250
41773,1.07873,-5.02100,3.03025
41823,10.37544,-0.27459,7.80873
41873,0.68647,8.82598,7.61448
41923,2.13785,8.35527,17.24914
41973,-0.76492,8.70831,2.17556
42023,1.70636,6.19780,3.53530
42074,-5.15830,3.96189,4.00148
42123,-0.84337,5.02100,17.87072
42173,0.17652,10.55196,3.65184
42231,0.49033,6.66852,13.24764
42275,4.25609,2.94200,4.73962
42322,0.88260,-0.74531,9.55694
42372,8.88482,-2.90277,5.16697
42423,3.86382,-2.94200,12.23756
42473,9.90472,8.27681,9.75120
42525,1.86326,6.55084,18.45346
42572,4.25609,8.78676,7.38138
42623,-2.02017,7.37460,2.25326
42673,-1.58868,4.66797,3.65184
42723,-3.11851,5.09946,4.58423
42773,-1.54945,7.29615,18.33692
42823,0.56879,10.66964,5.67201
42873,2.56934,4.47183,13.13110
42923,0.96105,2.23592,5.28351
42974,7.74725,-1.21602,0.93237
43022,6.76659,-5.53095,5.71086
43072,3.90305,0.23536,5.16697
43123,9.90472,11.02267,10.02313
43173,-3.04006,6.82543,13.83038
43229,1.98094,4.35415,12.47065
43275,3.27542,6.47239,-3.06910
43323,-2.56934,5.68786,9.98429
43373,-3.70691,7.57073,9.44039
43423,-0.80415,7.41383,23.19309
43474,-0.49033,7.10001,13.86924
43527,4.64835,4.58951,8.66342
43572,3.27542,-0.74531,0.38848
43623,5.98206,-3.68730,1.67052
43673,5.47211,-2.03978,2.71945
43723,6.64891,2.03978,11.65482
43774,9.08096,14.27848,1.51513
43823,5.82515,6.59007,27.54423
43873,3.23619,8.62985,3.03025
43930,-2.17708,4.86410,0.38848
43974,-3.23619,5.13868,7.57564
44027,-4.13841,6.78620,11.73252
44072,-2.17708,8.00223,-1.63167
44124,6.57046,5.25636,15.88941
44174,1.39254,4.27570,2.68061
44223,1.07873,-0.43149,16.27790
44288,7.51189,-1.84365,5.28351
44323,9.08096,-1.56906,2.79715
44373,3.04006,4.31493,10.37278
44423,9.23786,9.72820,3.14680
44474,1.03950,4.31493,19.77435
44523,0.84337,6.39394,3.14680
44573,7.74725,7.92377,-2.29210
44623,-6.64891,7.64919,13.44189
44673,-2.96161,8.23759,21.79452
44724,4.92294,8.82598,0.85467
44776,1.27486,3.05967,9.79004
44830,0.37265,-1.25525,5.32236
44884,7.31576,-2.31437,0.27193
44922,5.23675,-3.37349,-3.57414
44974,5.35443,0.66685,16.35560
45029,7.62957,11.84643,10.83898
45073,1.27486,6.86466,17.59877
45123,0.72569,6.31548,11.61598
45173,-1.86326,6.27626,-2.68061
45222,-2.37321,4.98178,8.66342
45281,-4.13841,6.04090,8.35261
45323,-4.80526,5.72708,21.44488
45374,8.88482,6.94311,7.65333
45425,2.05940,1.25525,15.96710
45473,-1.00028,0.98067,0.77698
45523,5.19752,-0.82376,12.43181
45573,7.70803,0.31381,7.49792
45629,8.17875,2.86354,16.43329
45672,4.37377,7.10001,8.66342
45723,1.00028,2.47128,18.64771
45773,0.72569,6.74697,3.18565
45825,-4.29531,5.41327,3.53530
45874,-3.90305,4.04034,6.87634
45932,-4.13841,5.29559,17.48223
45973,0.13729,9.21825,9.63465
46022,4.84449,6.39394,14.21889
46074,5.55056,1.96133,10.87782
46123,-1.19641,-0.39227,1.78706
46172,9.74781,0.39227,0.77698
46224,0.13729,-2.82432,15.57860
46293,4.64835,5.41327,10.72243
46323,1.07873,9.25748,-4.81732
46374,2.76548,6.31548,18.76427
46424,2.88316,8.94367,-4.70078
46474,-4.84449,3.17735,10.80013
46524,-4.45222,6.15858,4.23458
46575,-6.37432,6.94311,21.25063
46623,-0.60801,10.86577,3.76839
46674,5.07984,4.90333,9.98429
46723,7.66880,-0.07845,7.30368
46773,1.74558,-2.58896,3.14680
46823,10.21853,-1.60829,1.28202
46886,3.39310,-0.47072,11.11093
46923,5.62902,6.43316,20.31824
46973,1.94172,11.37571,1.90361
47022,2.37321,5.96244,21.60027
47078,-2.64780,6.66852,-1.32087
47127,-0.84337,4.70719,6.91518
47173,-5.86438,6.39394,9.20730
47223,-3.90305,8.08068,21.28948
47281,0.76492,8.27681,6.13821
47323,7.66880,2.47128,14.72393
47373,0.72569,-0.47072,2.40865
47423,2.80470,-0.78453,0.62158
47474,7.47267,-2.07901,9.05190
47522,1.35332,-0.70608,11.77137
47572,8.45333,9.92433,6.72095
47622,1.23564,4.43261,21.98876
47675,-0.41188,5.49172,5.36121
47723,-1.35332,4.62874,3.26334
47773,-3.19697,5.68786,5.40005
47823,-5.66824,5.41327,14.21889
47873,0.68647,7.53151,12.50950
47923,1.70636,5.41327,14.18003
47973,2.25553,2.70664,6.91518
48024,0.64724,1.60829,6.75979
48073,5.86438,1.05912,-1.47626
48123,3.82459,-2.47128,18.95851
48175,3.86382,2.43205,10.68359
48225,2.72625,8.04145,11.03322
48279,3.43233,5.33482,18.68657
48322,-0.21575,6.86466,1.43741
48372,0.33343,5.68786,2.17556
48422,-2.84393,3.88343,14.56852
48480,-5.51134,7.57073,12.62606
48523,-1.31409,8.23759,10.21739
48573,3.07929,4.04034,8.97421
48624,4.80526,-0.27459,7.10944
48673,5.07984,0.35304,-1.12663
48722,4.56990,-3.96189,11.18863
48772,4.92294,-1.84365,6.56555
48824,9.00251,6.47239,16.20020
48873,-4.68758,8.23759,8.11952
48923,2.33398,5.80554,18.37576
48973,0.60801,6.82543,4.85617
49023,-0.84337,7.84532,5.74970
49073,-8.37488,3.80498,10.99438
49124,-1.35332,4.27570,16.89949
49173,0.41188,6.98234,-1.28202
49223,3.98150,4.55029,11.84907
49283,2.96161,0.90221,9.24616
49323,1.11796,-0.70608,1.47626
49373,2.49089,-1.13757,5.24466
49423,4.21686,-0.94144,14.41312
49473,12.76826,8.11991,12.78146
49524,3.98150,7.76687,12.74260
49573,2.76548,4.86410,10.91668
49623,-1.39254,6.39394,-0.93237
49674,-2.29476,5.06023,10.33394
49723,-3.86382,5.21714,7.73103
49772,-6.13896,4.39338,24.94132
49823,5.31520,9.41438,1.90361
49873,1.35332,2.62818,13.13110
49923,1.00028,0.43149,4.31227
49974,7.11963,-0.47072,3.61299
50023,10.06162,-2.94200,9.24616
50073,-0.80415,-1.41216,8.31377
50125,4.96216,8.70831,7.45908
50173,1.15718,5.80554,16.70525
50223,0.45111,6.82543,14.80163
50281,0.37265,7.06079,-4.00148
50323,0.56879,2.62818,8.46916
50373,-0.41188,6.04090,9.32385
50423,-4.09918,9.45361,28.12697
50473,-0.09807,6.23703,11.46056
50523,-2.45166,2.23592,4.42882
50573,4.60913,-0.35304,7.96412
50627,8.17875,-0.35304,2.68061
50673,2.02017,-1.05912,2.17556
50722,5.70747,-0.39227,11.53826
50772,3.51078,4.27570,18.49232
50822,5.66824,8.70831,5.20582
50873,2.13785,4.04034,15.61745
50923,0.29420,6.59007,-3.57414
50973,0.41188,5.68786,4.77847
51023,-2.60857,6.35471,7.96412
51072,-5.58979,7.06079,26.10680
51123,5.98206,11.84643,-0.97122
51173,1.66713,3.68730,12.15986
51223,2.09862,-0.19613,1.20432
51284,4.68758,-0.94144,4.54538
51323,7.47267,-1.25525,2.52521
51373,5.27598,0.15691,18.91966
51422,6.72736,10.04201,4.81732
51472,-1.66713,2.82432,25.13556
51523,1.78481,7.80609,1.55397
51573,-1.23564,5.72708,6.44899
51623,-0.01961,4.58951,3.72953
51673,-6.76659,7.13924,5.94395
51723,-6.72736,9.68897,20.43479
51773,10.49312,8.43372,12.27641
51823,0.41188,0.82376,14.68507
51873,-2.17708,-0.19613,-1.35972
51923,5.04062,-1.96133,4.97271
51972,5.74670,-2.82432,8.11952
52022,6.57046,-1.92210,10.68359
52072,3.47155,7.76687,12.43181
52122,5.15830,8.62985,8.66342
52172,-2.09862,5.21714,16.62754
52223,1.43177,7.33537,1.28202
52279,-1.31409,6.08012,2.33096
52323,-2.68702,5.45250,4.66192
52373,-2.09862,5.02100,19.50240
52422,-1.70636,10.00278,4.35113
52474,9.55168,7.57073,21.25063
52523,-1.39254,0.98067,8.04182
52573,3.00083,-0.66685,2.71945
52623,3.11851,-2.35360,-0.97122
52673,3.58923,-2.51050,9.79004
52723,7.04117,4.39338,17.01603
52773,3.86382,16.16136,-12.47065
52823,1.27486,3.09890,31.50687
52876,7.74725,7.29615,-0.03884
52923,-3.66769,2.11824,6.17705
52973,-1.35332,1.41216,7.57564
53023,-6.96272,1.56906,11.38287
53074,2.33398,3.56962,17.52107
53123,-0.45111,6.31548,6.87634
53173,-1.27486,1.96133,13.51959
53223,2.68702,2.07901,3.92378
53281,2.68702,2.47128,6.75979
53323,4.21686,3.13813,3.45758
53373,1.39254,-1.49061,11.77137
53423,1.70636,2.70664,6.79864
53473,-0.33343,3.80498,16.35560
53523,7.47267,3.13813,14.02463
53573,-2.41244,1.41216,9.24616
53623,1.98094,4.04034,6.44899
53673,-0.21575,2.07901,7.18713
53723,-4.56990,0.62763,5.05042
53773,-0.33343,3.92266,9.55694
53823,-0.64724,0.98067,21.40602
53873,-0.49033,2.94200,11.73252
53923,2.92238,2.86354,6.02165
53973,-1.23564,0.62763,4.93387
54025,3.00083,0.47072,9.51809
54072,3.35387,-0.66685,6.68209
54122,1.62790,0.58840,16.97719
54172,9.94394,6.78620,2.99139
54223,-9.78704,-1.05912,23.11539
54273,3.82459,4.74642,8.70226
54336,-1.98094,3.53039,5.90510
54373,-1.74558,3.88343,8.27492
54425,-1.31409,2.98122,12.97569
54472,-6.33510,2.31437,13.44189
54523,4.21686,0.78453,18.10382
54574,0.88260,-1.05912,14.91817
54623,3.00083,2.47128,3.18565
54673,-3.15774,0.03923,7.92527
54722,2.72625,1.52984,6.75979
